"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"1545","@azur3verie I wish  seems apple cares more about folks dropping $1,000 for a newer phone than customers whove had  ","2017-12-15 16:54:47","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1546","India hikes import tax on cellphones, liable to hit Apple's iPhone hardest - AppleInsider (press release) (blog)  ","2017-12-15 16:49:34","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1547","RT @SubstratumNet: On the 5th Day of Christmas Substratum gave to me... 5 @Apple iPhone Xs! To be eligible you have to be a $SUB owner &amp;","2017-12-15 16:46:37","TRUE","1790","0","0","Apple Iphone","New York","USA",TRUE
"1548","RT @FFTG00: Ron Oneal - Pull Up In Da Wraith 
 ","2017-12-15 16:45:42","TRUE","1","0","0","Apple Iphone","New York","USA",FALSE
"1549","RT @ProgressOfAKind: What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any capit","2017-12-15 16:42:25","TRUE","19","0","0","Apple Iphone","New York","USA",TRUE
"1550","The dark, unsettling adventure Inside is now on the iPhone - The Verge  ","2017-12-15 16:42:04","FALSE","0","0","-2","Apple Iphone","New York","USA",TRUE
"1551","RT @DividendMaster: Dear Apple Inc

your iPhone update today might be  the last straw 

its like you are so desperate to destroy older iPho","2017-12-15 16:41:16","TRUE","5","0","-1","Apple Iphone","New York","USA",TRUE
"1552","New Sealed Apple iPhone 8 Plus - 256GB - Gold (Unlocked) Smartphone - Free 2 Day  ","2017-12-15 16:40:20","FALSE","0","0","2","Apple Iphone","New York","USA",FALSE
"1553","RT @ProgressOfAKind: What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any capit","2017-12-15 16:40:07","TRUE","19","0","0","Apple Iphone","New York","USA",TRUE
"1554","Ron Oneal - Pull Up In Da Wraith 
 ","2017-12-15 16:39:56","FALSE","1","0","0","Apple Iphone","New York","USA",FALSE
"1555","RT @ProgressOfAKind: What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any capit","2017-12-15 16:39:32","TRUE","19","0","0","Apple Iphone","New York","USA",TRUE
"1556","What did Icahn do to earn $2 billion in profit in 32 months from apple? 

He never supplied the company with any ca  ","2017-12-15 16:36:06","FALSE","19","18","0","Apple Iphone","New York","USA",FALSE
"1557","Take a movie theater bathroom break at the perfect time with RunPee app for iPhone  ","2017-12-15 16:34:15","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1558","Code Unlock on Apple $AAPL iPhone LG Samsung ZTE MetroPCS ATT Tmobile Cricket Save Money unlock Code Codeunlock","2017-12-15 16:30:48","FALSE","0","0","0","Apple Iphone","New York","USA",TRUE
"1559","RT @DividendMaster: Dear Apple Inc

your iPhone update today might be  the last straw 

its like you are so desperate to destroy older iPho","2017-12-15 16:20:37","TRUE","5","0","-1","Apple Iphone","New York","USA",TRUE
"1560","RT @BloombergTV: Apple customers seem to be opting for cheaper models of the iPhone  ","2017-12-15 16:20:35","TRUE","3","0","1","Apple Iphone","New York","USA",FALSE
"1561","iMagic Trick on the AppStore  ","2017-12-15 16:15:16","FALSE","0","1","-1","Apple Iphone","New York","USA",TRUE
"1562","RT @thechrisbarron: Dear Apple,
The new iOS has screwed up my iPhone 6. If you think Im going to buy another iPhone to fix this, you are v","2017-12-15 16:10:59","TRUE","44","0","-1","Apple Iphone","New York","USA",TRUE
"1563","Ms. Marcy - Hear Me Out Radio
 ","2017-12-15 16:07:42","FALSE","0","0","0","Apple Iphone","New York","USA",TRUE
"1564","RT @verge: The dark, unsettling adventure Inside is now on the iPhone  ","2017-12-15 16:02:53","TRUE","13","0","-2","Apple Iphone","New York","USA",FALSE
"1565","@physorg_com Review: Apple Watch Series 3 has LTE to stay connected without a nearby iPhone - Apple has conquered t  ","2017-12-15 16:01:14","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1566","Apple iPhone 8 Plus  64GB  Silver (Unlocked) Smartphone  ","2017-12-15 15:55:36","FALSE","0","0","0","Apple Iphone","New York","USA",TRUE
"1567","@Apple @AppleSupport apple

Can someone explain to me why the only way I can access this menu on my iPhone X is wh  ","2017-12-15 15:54:43","FALSE","0","0","0","Apple Iphone","New York","USA",FALSE
"1568","Chinas top smartphone makers are ready to challenge Apple Inc. on its home turf after trouncing the iPhone maker in their own market.","2017-12-15 15:53:31","FALSE","0","1","2","Apple Iphone","New York","USA",FALSE
"1569","Well, I think I finally did it. I think I finally lost the AUX converter dongle for my iPhone. I knew this day was  ","2017-12-15 15:48:43","FALSE","0","2","0","Apple Iphone","New York","USA",FALSE
"1570","RT @jonburgerman: Free animated holiday stickers for your iPhone / iPad here -  ","2017-12-15 15:48:00","TRUE","3","0","1","Apple Iphone","New York","USA",TRUE
"1571","RT @FrankieMetalz: Society is shifting and more susceptible to misinformation than ever. We'd lie to talk to you about, Psychological Warfa","2017-12-15 15:46:47","TRUE","4","0","-2","Apple Iphone","New York","USA",TRUE
"1572","RT @ValaAfshar: Born after 2002: 

@Apple iPhone 
@Facebook
@Twitter
@YouTube
@Square 
@SpaceX
@awscloud
@AlibabaGroup
@Tesla 
@Uber
@Lyft","2017-12-15 15:45:18","TRUE","26","0","0","Apple Iphone","New York","USA",TRUE
"1573","RT @verge: The dark, unsettling adventure Inside is now on the iPhone  ","2017-12-15 15:45:12","TRUE","13","0","-2","Apple Iphone","New York","USA",TRUE
"1574","@Apple please give us display zoom on the iPhone X! Ive only been using it for a couple hours and my eyes hurt eyesightprobs","2017-12-15 15:44:23","FALSE","0","0","-1","Apple Iphone","New York","USA",FALSE
"1575","Excuse me Apple, but I can frequently be found singing and dancing on the streets with my iPhone X and wireless hea  ","2017-12-15 15:39:19","FALSE","0","6","-1","Apple Iphone","New York","USA",FALSE
